id,Nombre,URL,Ingredientes,Pasos,country,Duracion,Porciones,Calorias,Categoria,Contexto,Valoracion y Votos,Comensales,Tiempo,Dificultad,Categoria 2,Unnamed: 16,Unnamed: 17,Unnamed: 18,temperature
269,SOPA DE ESPARRAGOS,https://www.yanuq.com/,"½ k de espárragos frescos, limpios,¾ de taza de cebolla, finamente picada,2 tazas de caldo de verduras,1 ½ cucharada de mantequilla,3 cucharadas de harina,Sal,Pimienta,1 taza de leche o leche de soya,½ taza de yogurt,½ cucharadita de limón,1/3 de taza de queso parmesano rallado (opcional)"," Cortar la parte inferior de los espárragos y quitarles las partes fibrosas. Colocarlos con la cebolla picada en un olla con ¾ de taza del caldo de verduras. Llevar a hervir el caldo, bajar la temperatura y cocinar hasta que estén tiernos.
Reservar algunas puntas de espárragos para la decoración. Verter el resto en la licuadora y licuarlo hasta que esté suave como un puré.
Derretir la mantequilla en la olla que se usó para cocinar los espárragos y la cebolla. Agregar la harina a la mantequilla, moviendo con una cuchara para que no se formen grumos. Cocinar la mezcla por 2 minutos aproximadamente y agregar, gradualmente el resto del caldo de verduras mientras se mueve. Aumentar la temperatura y seguir moviendo hasta que hierva.
Agregar el puré de verduras (espárragos y cebolla) y la leche a lo anterior. Agregar el yogurt y el jugo de limón batiendo. Mover hasta que la sopa esté caliente. 
Servir en tazones o platos soperos. Decorar con las puntas de espárragos que se reservaron.
Espolvorear encima con queso parmesano rallado, si se desea.",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto contenido de fibra",,,,original
274,ROLLO DE QUESO CREMA CON TOMATE Y ALBAHACA,https://www.yanuq.com/,"225 g (8 oz) de queso crema, a temperatura de ambiente,1 a 2 cucharadas de agua mineral,¼ de taza de hojas de albahaca, finamente picadas,1 tomate mediano, pelado, sin semillas, escurrido, finamente picado,Ajonjolí tostado, para encima,Sal,Pimienta"," Colocar el queso en un recipiente y mezclar con el agua mineral necesaria para ablandarlo.
Agregar el tomate picado, la albahaca, sal y pimienta. 
Extender un film plástico o un papel aluminio en una superficie horizontal y colocar la mezcla del queso. Formar un rollo y envolver con el plástico o el aluminio. Llevar a refrigerar.
Antes de servir, quitar el plástico o aluminio, colocar en una fuente y espolvorear encima con ajonjolí tostado.
Servir con galletas saladas o tostadas de pan pita.

Tiempo de preparación: 15 minutos
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto en fibra",,,,original
278,FÁCILES BOCADITOS / ENTREMESES DE JAMÓN Y PIÑA,https://www.yanuq.com/,"Tajadas de jamón de 2 cms de grosor, cortadas en cuadrados,Rodajas de piña en almíbar de 2 cm de grosor, cortadas en cuadrados,Palitos de dientes"," Pinchar un cuadrado de jamón, uno de piña y otro de jamón en un palito de dientes.
Acomodar en una fuente y servir.
Tiempo de Preparación: 15 a 20 minutos


Otros entremeses fáciles:
Brochetas Caprese
Enrollados de jamón, queso y uvas
Queso Manchego marinado con aceite de oliva y hierbas
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Sin grasas trans",,,,original
281,DIP DE JAMÓN A LA MINUTA,https://www.yanuq.com/,"2/3 de taza de mantequilla,2 tazas de jamón inglés, molido,1 cucharada de mostaza, tipo Dijon,3 cucharadas de perejil fresco, finamente picado,1 cucharadita de ají molido (opcional),Sal,Pimienta"," Batir la mantequilla hasta que esté suave. Agregar la mostaza, el perejil y el ají. Agregar el jamón y mezclar bien. Verter en un recipiente pequeño y decorar encima con una ramita de perejil. Servir con tostaditas.
Tiempo de Preparación: 20 minutos
",Peru,,,,,,,,,,"Alto en grasas, Alto en grasas saturadas, Sin sodio o sin sal",,,,original
285,CHAMPIÑONES AL AJO,https://www.yanuq.com/,"½ k (1.1 lb) champiñones chicos,½ taza dientes de ajo pequeños (enteros),1,½ taza aceite de oliva"," Pelar los ajos. Separar.
Lavar los champiñones y echar en agua hirviendo con sal. Retirar cuando vuelve a hervir el agua y escurrir.
Echar aceite de oliva en una sartén y freír los ajos con el ají amarillo entero.
Echar los champiñones bien escurridos por unos minutos. Sazonar.
Verter en un bol.
Servir caliente con tajadas de pan baguette.
Tiempo de Preparación: 20 minutos
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto en grasas",,,,original
287,BRUSCHETTA DE MARISCOS,https://www.yanuq.com/,"3 cucharada de aceite de oliva,2 cucharaditas de jugo de limón,1 cucharada de cebollino ( se puede usar cebolla china), picada,1 cucharada de hojas de albahaca, picadas,½ cucharada de hojas de menta, picadas,2 dientes de ajo, finamente picados,2 dientes de ajo, finamente picados,1 taza de pulpa de cangrejo, limpia sin cartílagos,1 taza de langostinos cocidos, pelados, sin la vena negra, picados en trozos medianos,1 taza de tomates, pelados y sin semillas, picados,1/2 taza de cebolla, finamente picada,Pan baguette cortado en tajadas,Pimienta Negra,Sal,Perejil picado para la decoración"," Mezclar en un recipiente 1 cucharada de aceite de oliva, los cebollinos, la albahaca, la menta y el ajo. Agregar la pulpa de cangrejo, los langostinos, los tomates picados y la cebolla. Mezclar bien. Sazonar.
Cortar el pan en tajadas y acomodarlos en una placa de horno. Untarles aceite de oliva y espolvorear pimienta. Hornear el pan bien cerca del dorador por 2 minutos en cada lado o hasta que se dore ligeramente. Retirar del horno.
Para servir, colocar una cucharada de la mezcla de mariscos encima de cada tajada de pan. Adornar con perejil picado.
Servir inmediatamente.
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto en grasas",,,,original
293,BATIDO DE FRESAS Y PLÁTANO,https://www.yanuq.com/,"500 g (1 lb) de fresas, lavadas, escurridas y partidas por mitad,1 plátano, cortado en trozos,1 taza de cubos de hielo,½ taza de leche,½ taza de jugo de naranja,2 cucharadas de azúcar"," Licuar todos los ingredientes hasta lograr una mezcla suave.
Servir.
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Sin azúcar añadida o sin azúcares agregadas",,,,original
334,QUESO HELADO DEL NUEVO MILENIO,https://www.yanuq.com/,"1 litro de leche fresca,¾ taza de coco rallado,1 rama de canela,8 clavos de olor,3 yemas de huevo,¾ taza de azúcar,1 tarro de leche evaporada,Canela molida,12 biscotelas"," Ponga a hervir la leche fresca con el coco, la canela y los clavos de olor, a fuego bajo, hasta que adquiera el sabor de las especias. Mueva de vez en cuando para evitar que se rebalse. Retire del fuego y agregue las yemas batidas, moviendo rápidamente para que no se cocinen. 
Añada el azúcar y caliente nuevamente moviendo constantemente hasta que se haya disuelto completamente. Vierta la leche evaporada, mezcle y retire del fuego para que se enfríe. Cuele directamente al molde y deje que congele de un día a otro. Deje a temperatura ambiente unos minutos antes de servir que pueda cortarlo fácilmente. Corte en cuadrados de 4 x 4 centímetros de lado, colóquelos en una copa y espolvoree canela molida. Acompañe con biscotelas.

Receta del Sra. Rosa María Echecopar Vda. de Diez Canseco. (Arequipa - AFP Horizonte).
Ganador del 1er Puesto en el concurso organizado por la Asociación de AFP, Perú.",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Sin grasas trans",,,,original
346,NATILLAS,https://www.yanuq.com/,"1 litro de leche (4 tazas),2 tapas de chancaca (1 bola), en trozos o rallada gruesa,1 cucharadita de bicarbonato"," Colocar la leche y la chancaca en una olla y llevar a hervir a fuego lento. 
Agregar el bicarbonato cuando rompa el hervor y seguir moviendo constantemente hasta que la mezcla tome punto y espese, aproximadamente 30 a 40 minutos.
Verter en una dulcera y enfríar.
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto contenido de fibra",,,,original
354,MAZAMORRA MORADA,https://www.yanuq.com/,"1 kilo de maíz morado,4 litros de agua,1 rama de canela,6 clavos de olor,Cáscaras de una piña,2 membrillos picados,2 manzanas picadas,1½ taza de azúcar,1 taza de guindas,1 taza de guindones,1 taza de huesillos,2 tazas de piña en cubos,7 cucharadas de harina de camote,Jugo de 3 limones,Canela molida"," Cocine el maíz morado desgranado con sus corontas en agua con la canela, los clavos de olor, las cáscaras de piña, del membrillo y de la manzana, hasta que los granos de maíz morado estén abiertos, aproximadamente treinta minutos. 
Cuele, agregue, el azúcar, la fruta seca, la piña, el membrillo y la manzana. Regrese a fuego lento para que cocine durante treinta minutos. Añada la harina de camote disuelta en agua fría de piña y mueva por 15 minutos. Al final agregue el jugo de los limones y cocine cinco minutos moviendo constantemente. Sirva caliente y espolvoree canela molida.

Receta del Sra. Carmen Raquel Castillo Moncada de Bedoya. (Lima - AFP Horizonte).
Mención Honrosa en el concurso organizado por la Asociación de AFP, Perú.
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto en fibra",,,,original
372,HUEVOS MOLLES,https://www.yanuq.com/,"8 huevos,8 cucharadas de azúcar,8 cucharadas de chuño,1 ½ cucharada de pisco,1 taza de azúcar,1 taza de agua,1 trozo de canela,1/3 de taza de pisco,2 tazas de azúcar,2 tazas de agua,1 trozo de canela,16 yemas,½ taza de vino blanco,Canela molida,80 g (3 oz) de almendras, tostadas laminadas o picadas largo","Bizcochos:Batir 8 huevos, clara y yemas juntas, hasta que estén bien espesos y formen picos.
Seguir batiendo y agregar, gradualmente, 8 cucharadas de azúcar y luego ½ copa de pisco, gota a gota. Batir bien y retirar el tazón de la batidora.
Incorporar el chuño, gradualmente, mezclando suavemente con movimientos envolventes. Verter todo en 2 moldes redondos forrados con papel manteca en el fondo y llevar al horno precalentado a 350ºF (180º C) por 25 a 30 minutos o hasta que esté cocido. Retirar del horno y enfriar sobre una rejilla.
Jarabe:Colocar en una olla el azúcar con el agua y la canela. Hervir hasta que tome un punto ligero (6 a 7 minutos). Agregar el pisco, dar un hervor y retirar del fuego. Reservar.
Crema de Yemas:Colocar el azúcar con el agua y la canela en una olla y llevar a hervir hasta que esté a punto de hilo flojo (228º a 234ºF / 109º a 112ºC). Si no se tuviera termómetro para caramelo, recoger un poco del almíbar con una espumadera; se formarán pequeños globitos al soplar a través de los huecos de la espumadera.
Batir las yemas hasta que estén bien espesas (cuando se levanta el batidor, se forma un cordón). Añadir las yemas al almíbar y regresar todo al fuego, moviendo con una cuchara de madera hasta que espese.
Armado:
Colocar un bizcochuelo en una fuente y humedecerlo con parte del jarabe que se reservó. Cubrir con un poco de la crema de yemas y colocar el otro bizcochuelo.
Por último, bañar con el resto de la crema de yemas. Espolvorear encima con canela e incrustarle las almendras.
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Sin grasas trans",,,,original
380,ENCANELADO CON RELLENO DE CHIRIMOYA,https://www.yanuq.com/,"1 taza de azúcar,1 ½ taza de harina,7 huevos,1 cucharadita de polvo de hornear,Canela molida,Azúcar molida,1 ¾ de taza de leche evaporada,200 g azúcar,4 yemas de huevo,2 cucharadas de maicena,100 g de mantequilla fría, cortada en trozos,2 chirimoyas medianas o 1 grande, peladas y sin semillas, cortada en trozos,2 tazas de azúcar,2 tazas de de agua,1 copa pequeña de pisco","Bizcochuelo:Precalentar el horno a 350°F (180°C). Engrasar un molde refractario de 28x18x4cm (14x9x2 pulgadas). De preferencia colocar un papel manteca engrasado y enharinado en el fondo del molde para poder desmoldar con más facilidad.
Batir las claras a punto de nieve e incorporar las yemas una por una, batiendo después de cada adición. Agregar el azúcar gradualmente y seguir batiendo hasta que esté bien espeso. Retirar el tazón de la batidora y agregar envolviendo la harina previamente cernida con el polvo de hornear.
Verter la mezcla en el molde preparado y llevar al horno durante 25 a 30 minutos o hasta que esté cocido y ligeramente dorado. Retirar del horno y enfriar durante 5 – 8 minutos. Desmoldar sobre una rejilla y retirar el papel cuidadosamente. Enfriar completamente.
Cortar en 2 capas horizontalmente. Rociar la capa inferior con la mitad del almíbar caliente, remojando bien el bizcocho. Esparcir el relleno de chirimoya encima y tapar con la otra mitad del bizcocho y rociar con el resto del almíbar caliente.
Espolvorear encima con abundante azúcar molida mezclada con canela.
Relleno:Colocar los trozos de chirimoya en un colador para que escurran.
Colocar la leche en una olla y llevarla a hervir. Mientras, batir las yemas con el azúcar hasta que estén bien espesas y de color amarillo pálido. Agregar la maicena y mezclar. Retirar de la batidora y agregar la leche caliente, moviendo rápidamente. Regresar todo a la olla y llevar de nuevo al fuego. Cocinar, moviendo, hasta que la crema esté bien espesa.
Verter a un recipiente y agregar los trozos de mantequilla, moviendo rápidamente hasta que se deshagan. Tapar con film plástico. Enfriar. Una vez frío mezclar con la chirimoya y rellenar.
Almíbar:Mezclar el azúcar con el agua hasta que se disuelva el azúcar. Llevar a hervir durante 5 minutos aproximadamente. Agregar 1 copita de pisco y hervir 1 minuto más.
",Peru,,,,,,,,,,"Alto en azúcar, Alto en grasas, Sin colesterol",,,,original
387,CROCANTE DE LUCUMA,https://www.yanuq.com/,"250 gr de pecanas, picadas,200 gr de azúcar,3 claras,2 lúcumas de tamaño mediano *,½ lata de leche condensada, aproximadamente,Vainilla,1 cucharadita de colapez en polvo,1 taza (250 ml) de crema de leche,Crema Chantilly,Chocolate rallado","Crocante:Batir las claras hasta que estén espesas. Agregar el azúcar y seguir batiendo hasta que tenga la consistencia para un merengue. Bajar la velocidad y agregar las pecanas.
Colocar en un molde desarmable de 26 cm previamente engrasado. Llevar al horno de 150ºC (300°F) durante 25 minutos. Retirar del horno y enfriar dentro del molde.
Lúcumas:Licuar las lúcumas con la leche condensada y la vainilla hasta obtener un puré. Pasar por un colador fino.
Hidratar la colapez en agua fría y disolverla a fuego lento. Dejar enfriar y mezclar la colapez con el puré de lúcuma.
Batir la crema de leche como para crema Chantilly. Mezclarla con el puré en forma envolvente.
Verter la mezcla de lúcumas sobre el merengue horneado y frio. Llevar a cuajar al refrigerador.
Cubierta:Decorar con crema Chantilly y chocolate rallado.

* Lucuma deshidratada, equivalencias:
Por cada kilo de lúcuma fresca, usar 4 cucharadas de lúcuma deshidratada (en polvo).
Rehidratar la harina de lúcuma con igual cantidad de agua fría por 2 o 3 horas antes de usarla, para convertirla en puré.
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto en grasas",,,,original
397,CANASTITAS DE NUEZ Y MANJARBLANCO,https://www.yanuq.com/,"8 yemas de huevos grandes,2 claras,½ cucharadita de cremor tártaro,½ copita de aguardiente o pisco,8 a 12 cucharadas de harina,Manjar blanco y un poco de leche evaporada,Nueces ralladas o molidas,Crema Chantilly, blanca y rosada","Masa:Batir ligeramente con un tenedor, las yemas con las claras, hasta que estén espesas y blanquecinas. Agregar poco a poco la harina hasta que forme una masa blanda que no se pegue a las manos. Añadir el aguardiente y el cremor tártaro sobando la masa para que se una. Frotarla sobre un mármol para unir bien la masa, que quede totalmente pareja y que se pueda estirar sin que se pegue al amasador. Si es necesario agregar un poco más de harina. La cantidad de harina a utilizar depende del tamaño de las yemas. No agregar más de lo necesario porque endurece la masa.
Extender la masa con un rodillo lo más delgada posible. Cortar con cortador de galletas, círculos de tamaño apropiado para forrar moldes de canastitas con borde ondulado (tartaletas). Una vez forrados presionar bien al fondo y a los lados para que la masa esté bien pegada y forme la ondulación. Pinchar con un tenedor el fondo y los lados para que la masa no se infle al hornearla.
Unir y estirar bien las sobras de la masa, hasta que quede lo más delgado posible. Cortar tiras con una rueda ondulada de ancho y largo apropiado, como para formar las asas de las canastitas y pinchar una o dos veces a lo largo. Que el número de las asas sea mayor que el de las canastitas ya que algunas pueden quemarse o dorarse mucho. Colocarlas en forma lateral y redondeada, uniendo con clara los dos extremos para formar las asas para las canastitas. Podemos decir que quedan como la forma de una gota de agua con la parte más ancha hacia arriba y la parte pegada hacia abajo. Colocarlas con cuidado, en una lata manteniéndoles la forma y hornearlas a 350ºF (180ºC) unos minutos. Esta masa tanto en las canastitas como en las asas se cocinan en pocos minutos.
Relleno y adorno:Mezclar según el gusto, el manjar blanco con las nueces ya molidas. Agregar un poco de leche evaporada para que no quede demasiado seco o espeso, pero tampoco suelto que vaya a chorrear al comer la canastita. 
Una vez retiradas del horno y frías, se rellenan las canastitas.
Emparejar bien el borde superior y que no esté demasiado llenas. Con un cuchillo, poner una capa de crema chantilly blanca, bien nivelada. Colocar al centro mismo una asita y adornar alrededor con cuatro o cinco florcitas de crema rosada.


Receta de la Sra. Olga Calle de Diez Canseco
",Peru,,,,,,,,,,"Bajo en calorías, Sin grasa, Alto contenido de fibra",,,,original
